code,type,serial
a786daafe,1,5
af783adb8,1,5
a5a649c9a,1,5
ae1f79dc6,1,5
adff7c895,1,5
a0d721733,1,5
a3f0df0ff,1,5
a4716e4d4,1,5
aa7c2a6f7,1,5
ac2397706,1,5
a6308ae25,1,5
aa607087d,1,5
a1a9717f7,1,5
a9126b50d,1,5
a733c173f,1,5
a296e2c95,1,5
a030215a7,1,5
a14679f66,1,5
ae7b0b0b9,1,5
a6f62d101,1,5
ae7c466c1,1,5
a7218dc6f,1,5
aecdb08d1,1,5
a630bbfa1,1,5
a9a25506b,1,5
a391f1df1,1,5
a42d73801,1,5
afcef50ce,1,5
a66bbf0a6,1,5
a9ed95afe,1,5
a9954b1fd,1,5
ab7da9297,1,5
ad2684175,1,5
ab58f1df0,1,5
a821a4fbe,1,5
ab71a34cb,1,5
ae9638007,1,5
a530790a5,1,5
a88569207,1,5
af8b85205,1,5
a9c8aa424,1,5
a63edf4a8,1,5
afd16a98d,1,5
ac6cc4f80,1,5
a80e61067,1,5
abb622451,1,5
a16182477,1,5
a84334751,1,5
ab35222db,1,5
adc35f8f5,1,5
a64d992d1,1,5
a0d328780,1,5
a2cc0c13c,1,5
adb6c87b3,1,5
ae118ee8e,1,5
acb88fcbe,1,5
a8cae08a4,1,5
a0d42e717,1,5
a55882297,1,5
aa8d48a6e,1,5
a6cd55569,1,5
a45dac753,1,5
a28c808f2,1,5
a9a0b9616,1,5
ac22a49c5,1,5
a26f5de30,1,5
a47c5c23c,1,5
aaaa1a715,1,5
a17c34d99,1,5
a8507e979,1,5
a6e1f308a,1,5
a7a281d3b,1,5
ade3b6b00,1,5
a20fd947c,1,5
ad220aa90,1,5
a47469a9a,1,5
a54f10d88,1,5
a3ee2c6ba,1,5
a1cb3a661,1,5
ac5f1e819,1,5
af85604ca,1,5
a477ce05a,1,5
a0400fdd2,1,5
a8e1db51b,1,5
ab80b4a30,1,5
a6e064f25,1,5
a284f144d,1,5
abf0c3abb,1,5
abb526534,1,5
a2a768cb9,1,5
a9f3fe653,1,5
ab3c30cbf,1,5
a0fa268c5,1,5
a81141481,1,5
a4e641ff8,1,5
a4bb21ecb,1,5
a8190d646,1,5
a7d6c2075,1,5
a1ac72021,1,5
a437d23c7,1,5
af2658fce,1,5
a8ead40be,1,5
a5e2798ee,1,5
a2cdffdb5,1,5
a2fea2321,1,5
af9537e25,1,5
a55c55f03,1,5
a4a971e71,1,5
ab7dc7b40,1,5
aedd04bf0,1,5
a7cbe3ed3,1,5
adeb31d15,1,5
a6dc22467,1,5
ae8908f76,1,5
a7851b92d,1,5
a17be41ac,1,5
aa367a1bc,1,5
a24e9328c,1,5
af48ebb39,1,5
a7da18c8a,1,5
a4f40d1cf,1,5
a135024bb,1,5
ac5eed276,1,5
a180817fd,1,5
aa3bfa2ba,1,5
aff6b416e,1,5
aa9f65b5c,1,5
a075ae2c9,1,5
abd4d662f,1,5
a7f3d69d6,1,5
a1c6a45d4,1,5
a60fa1186,1,5
a014e6aa8,1,5
a082cc7f2,1,5
af253cbc8,1,5
a030b9bd6,1,5
a6bb9b1cc,1,5
a4ca8bd3b,1,5
a441df151,1,5
ac53e8e2d,1,5
a39a9a10b,1,5
a10998595,1,5
a9d7bcef0,1,5
a7d50d14b,1,5
ad5cfbbce,1,5
a522ea35f,1,5
ab7f91de3,1,5
aa7f16308,1,5
aa4305e4d,1,5
acfc53ef4,1,5
ae421b1f7,1,5
ab844dade,1,5
a344f2f17,1,5
a05512433,1,5
a3f52ca70,1,5
ad8570730,1,5
aafd2c70a,1,5
a719a02a9,1,5
a2548efbd,1,5
a4281be40,1,5
a44249b5e,1,5
afd454be0,1,5
ab31415f2,1,5
a2af135bd,1,5
a7ddc936c,1,5
a0b62fbdb,1,5
aeb8bd405,1,5
a4fc9cd40,1,5
af4ecd7f4,1,5
ab67c6857,1,5
a3556629e,1,5
ad48d3b33,1,5
a6b954386,1,5
a9f8ad7ce,1,5
a322f5a38,1,5
ab09093b1,1,5
a3934673f,1,5
a312877a4,1,5
af2b2b682,1,5
a6041c53d,1,5
abbee2663,1,5
ada37f410,1,5
a6aa68823,1,5
a9b810192,1,5
a3657c45e,1,5
a89ba76f0,1,5
a0212605e,1,5
a01ec2e7b,1,5
a242deec9,1,5
ae02c2331,1,5
a8d2dfedf,1,5
af2eb2dfc,1,5
a27f3a791,1,5
a2c94f9a4,1,5
a53661d96,1,5
adceb2691,1,5
a572f6125,1,5
abcd579de,1,5
a2b644abb,1,5
a3832a2b8,1,5
a7029094f,1,5
ade1d4af5,1,5
a904fd9cf,1,5
a2ceea822,1,5
aae61a64f,1,5
afa2cc21a,1,5
ad63314b6,1,5
aff509791,1,5
aff135729,1,5
a120e7f7f,1,5
a25c4bbd4,1,5
a715a8b58,1,5
a244edaed,1,5
a3038c7ff,1,5
a0f9a6167,1,5
a0edec0a1,1,5
aeb1651a6,1,5
a963b1d1e,1,5
a01a7322a,1,5
ab0e62b48,1,5
a31cfdd07,1,5
a6a8eeead,1,5
a762f519f,1,5
a61acf79f,1,5
aafb6fb05,1,5
abd50086f,1,5
a4ee055a5,1,5
aa5c5f224,1,5
a73c75ef5,1,5
a301fa75e,1,5
ab97fa617,1,5
abac6fdc4,1,5
a9843d78d,1,5
a99db75c1,1,5
a03ab5cee,1,5
a560a8d0f,1,5
a6c23199d,1,5
a9fe38e3b,1,5
a28f3fbdb,1,5
a10899db5,1,5
a08bf0be7,1,5
ab85289ab,1,5
ac76b8aec,1,5
af1a2e3da,1,5
a7819fc76,1,5
a4475c038,1,5
a451147ef,1,5
a8ae44e1a,1,5
a62697c28,1,5
aa5057242,1,5
a7e92fbd3,1,5
abcd54e69,1,5
ab2815fed,1,5
ab48dcf15,1,5
a2bd79df1,1,5
a090f8fa9,1,5
a444bd42d,1,5
a10466e3b,1,5
ad8f9727b,1,5
a29047ae9,1,5
a4067270c,1,5
ad5e0f625,1,5
ab40e0629,1,5
a59d22aaa,1,5
a0f387427,1,5
aeaabb51a,1,5
aacff69fb,1,5
a2d84c3f2,1,5
a2f5b3730,1,5
a7889de96,1,5
adfdc76c6,1,5
a0ac5ab11,1,5
a95d4b6e9,1,5
a0b599aa1,1,5
a42a5ff13,1,5
a877a3a6f,1,5
a6c820257,1,5
a8432e65f,1,5
a8066e73e,1,5
af7531aa4,1,5
affec6024,1,5
ac9fe1fb7,1,5
a0360eadf,1,5
a0b587f1b,1,5
a3856e28b,1,5
a722cb63b,1,5
a96bd70f0,1,5
ae6bd70ff,1,5
ada4cbcfa,1,5
a4af883c6,1,5
a64782c96,1,5
ab0484c87,1,5
a49ef46c1,1,5
aa4c6ad4e,1,5
af1e10319,1,5
a3b5df7e1,1,5
ae3de3023,1,5
a0bfef107,1,5
a5bf133ac,1,5
abc8fb8c2,1,5
a47ad5696,1,5
a3c2742b5,1,5
a6a818621,1,5
a33a360b1,1,5
a11610eef,1,5
adae02fae,1,5
a5f0ba82c,1,5
aaa51e734,1,5
a622cd72d,1,5
aa0affd0f,1,5
a6a28168d,1,5
af0fcc1aa,1,5
a8781121d,1,5
a350fb68f,1,5
abcf1d69d,1,5
ab7365def,1,5
ab6c34e1c,1,5
a08438bbb,1,5
a4b505bd3,1,5
a7022f8f7,1,5
a920be960,1,5
a4b5772f9,1,5
af936ab85,1,5
aaad06331,1,5
aa3c833fb,1,5
a7da35cef,1,5
ab4f1ec60,1,5
a66415c95,1,5
a2334f82a,1,5
acc030c3f,1,5
acb6a30a7,1,5
a902dea04,1,5
aed2d5e92,1,5
a0fa63452,1,5
a0780c94a,1,5
ae6fb0d39,1,5
a03b23aa3,1,5
ac25d6d93,1,5
a14049c68,1,5
aa6dd42d6,1,5
aa725e806,1,5
aacd8a1ce,1,5
a59cdcdd0,1,5
a34b253d1,1,5
abc4a995e,1,5
afb113394,1,5
ab23a720f,1,5
a21e5f778,1,5
a7c0a6d14,1,5
ab4f29e2c,1,5
a861fcb97,1,5
a790028a3,1,5
aa5c5af55,1,5
a9ed49be7,1,5
a92e8020f,1,5
a7604a53b,1,5
ad7d4decf,1,5
ad2c2e6e2,1,5
ae3e3e08d,1,5
a19a7f520,1,5
adf43c94f,1,5
aedfc008c,1,5
a3cfacb61,1,5
a39a94fd5,1,5
ae01d586c,1,5
a386fb14f,1,5
a97f777d1,1,5
ad3c37c2f,1,5
a2970cefa,1,5
abcdb7a1c,1,5
af4147e44,1,5
a641629c7,1,5
a29394553,1,5
ad310c03f,1,5
ab15eb02c,1,5
aba63c0cc,1,5
a1263d14a,1,5
a710b5b8d,1,5
a210ad49c,1,5
abff04a10,1,5
a2aba1053,1,5
a7033745e,1,5
aa720298e,1,5
a12d81b32,1,5
a15753216,1,5
a1a41a1d8,1,5
a65aa3086,1,5
a31928ce4,1,5
acffd9336,1,5
a0d08828b,1,5
a414d86f7,1,5
abf29f5b5,1,5
a0032daae,1,5
a7fbce2c7,1,5
a8ca5e0ea,1,5
a54ed079a,1,5
a6bc08355,1,5
aa8103511,1,5
a85d2edb3,1,5
ab57a6eed,1,5
a41224be5,1,5
ac0a305c6,1,5
abed9ab08,1,5
a3b5ebf60,1,5
acc0af3ac,1,5
a8b082b8f,1,5
a3c5bba8e,1,5
a3e243bcb,1,5
a5efdc2ea,1,5
a49b369a4,1,5
aa82635f8,1,5
a0540c0e8,1,5
a3b659c6c,1,5
a1d631358,1,5
a3563ddc5,1,5
a7bec9721,1,5
a3f36a3ae,1,5
a717bedcf,1,5
aa84cf328,1,5
adeadec11,1,5
a43ad8312,1,5
a386168ad,1,5
a896944d2,1,5
a6cc933fc,1,5
abf472dac,1,5
ac5e74a74,1,5
a85747c0e,1,5
a4922e6d0,1,5
a885159af,1,5
a128ec786,1,5
a727d4181,1,5
a034a9bbe,1,5
a28c0d37c,1,5
ade764828,1,5
af2856f38,1,5
ab69ccb3b,1,5
a076a0c89,1,5
a95943dbf,1,5
a9e31bd20,1,5
a93277d39,1,5
a0fb8089a,1,5
af448e3f1,1,5
ae996e0c0,1,5
a472c16e7,1,5
ae2e00151,1,5
abe08bea3,1,5
aa8f1746a,1,5
a9f8e99dd,1,5
a7b9501da,1,5
a7b8ad05e,1,5
a2d0bacab,1,5
ab9fc3f75,1,5
a1564d95b,1,5
ab6470fb9,1,5
a6ffd3198,1,5
a22c0f52a,1,5
a65909f4e,1,5
ac54662e3,1,5
a86986116,1,5
afe33b8bc,1,5
ace657495,1,5
ac8143d6c,1,5
ab81ea85d,1,5
a10e43155,1,5
a90597bea,1,5
ac868dc00,1,5
a0572a5ef,1,5
accaa8ff4,1,5
ad2ab4b1b,1,5
a55474630,1,5
a8dab630d,1,5
a99995422,1,5
afc69481d,1,5
ae7822657,1,5
ac5a16cec,1,5
ae15cbe75,1,5
a3b59b614,1,5
adec02067,1,5
a1a269020,1,5
a7776d99e,1,5
a26544626,1,5
aad057505,1,5
a0b15986e,1,5
ae41fc316,1,5
a14dc2a2d,1,5
a22409f14,1,5
a2b24ab47,1,5
af11401e2,1,5
af7cef023,1,5
ab9daf851,1,5
aebfb9d95,1,5
a04a621ee,1,5
a59f8b5f5,1,5
a93175774,1,5
ab840f84b,1,5
ab5cc6b43,1,5
a119020b4,1,5
ae0e55e33,1,5
a52e80071,1,5
a915f3fe3,1,5
a6fc592f9,1,5
a6c8e9eb8,1,5
a4f0bbe7a,1,5
a5ff8ba1e,1,5
adda57765,1,5
a854075c5,1,5
a0d2cfd30,1,5
ad36c2565,1,5
a175cccb3,1,5
afd050a8b,1,5
a64b840ee,1,5
aecded411,1,5
abfdc5e87,1,5
aaf17b54c,1,5
a449026a5,1,5
a0face697,1,5
ae8dbd554,1,5
af9f63958,1,5
a28a055f5,1,5
a871c0d5d,1,5
a59848797,1,5
a1294f0e3,1,5
a7006555d,1,5
afa4bcf9f,1,5
a217cda9e,1,5
afac0932d,1,5
a4a1118cb,1,5
adb854a83,1,5
a41e4f85e,1,5
a0b9e689a,1,5
a5ac502bb,1,5
a3a520022,1,5
a1ab03a0d,1,5
ab0247c19,1,5
a146830b2,1,5
a58a2e9f3,1,5
a3e353ca0,1,5
a83a784c5,1,5
ad6a76c4f,1,5
a1630f799,1,5
a1d4d48be,1,5
adbba597c,1,5
a6495b76a,1,5
ab486199b,1,5
a6f604f39,1,5
a5f63575b,1,5
ad44ad3bf,1,5
aa2ded233,1,5
ab5c1729b,1,5
a0997427e,1,5
a9a097895,1,5
a2aa2a359,1,5
a5a2bffc6,1,5
a71072bb1,1,5
a72c5b2f7,1,5
ac68edf03,1,5
a953cd8d3,1,5
a3b824c96,1,5
a21406726,1,5
a86db0200,1,5
a69a0dc76,1,5
a50093148,1,5
a01ffb719,1,5
acafb17a2,1,5
a81659ce6,1,5
a72e68227,1,5
a77645371,1,5
ab09c4be6,1,5
a6f0388eb,1,5
a8ba9b0fd,1,5
a952db9bd,1,5
a640ad1be,1,5
a85e80694,1,5
a3afbc840,1,5
ac5182ab8,1,5
ab8773ad9,1,5
ab0c1a04d,1,5
af71b455f,1,5
a6dc8bfba,1,5
af445faa4,1,5
a6d6ab1c8,1,5
a5e839010,1,5
a3ac476b2,1,5
a2819ba9b,1,5
a7f3a5744,1,5
a041d5e6e,1,5
a50e96406,1,5
a60c19055,1,5
af622e604,1,5
a7c23e712,1,5
a4acf4478,1,5
a319d4125,1,5
af41c2f0d,1,5
a725d685a,1,5
ad8cc00c6,1,5
aa0f20bae,1,5
a3fcbef7d,1,5
a95d11d91,1,5
a3ec7fc1e,1,5
a2705eda9,1,5
aa5970bac,1,5
ab6527fff,1,5
afb5c0879,1,5
a9c0121d2,1,5
acfc97d12,1,5
afc947156,1,5
a475bdf4b,1,5
a5d22d944,1,5
a92436fd4,1,5
a37bcf8a7,1,5
a1fa76232,1,5
ae6b9be1a,1,5
a39e44382,1,5
ad538f764,1,5
adf1364ad,1,5
aab311433,1,5
ae90cef22,1,5
abf7ce3e4,1,5
a60c3d76b,1,5
a2661e337,1,5
a8b2af87c,1,5
a1a4c1440,1,5
a957a22a5,1,5
ad32bf9bb,1,5
a7484b1b3,1,5
a0771c659,1,5
aed958f9d,1,5
acf655635,1,5
abc9bc3ce,1,5
a22e3347f,1,5
a421cd420,1,5
a4e050e8a,1,5
a9f5b240e,1,5
a1742b49b,1,5
aa37050b1,1,5
ac218696d,1,5
a05fe086c,1,5
a8aa2a3ab,1,5
a0c28426a,1,5
a62ce0abc,1,5
a05583e09,1,5
a3cbdf626,1,5
a395ac87c,1,5
a19041c9d,1,5
a1484a70e,1,5
a402d7c74,1,5
ad8460d48,1,5
aec4f7955,1,5
aa73a44f9,1,5
a46a5546b,1,5
a123b5f5a,1,5
a5e0ed8a2,1,5
ae929d524,1,5
a4d5d4724,1,5
ad937c2d7,1,5
a9b416e49,1,5
ae6e049b8,1,5
ab95e067b,1,5
a497f1316,1,5
a0621b6d9,1,5
a763c879b,1,5
a0132c624,1,5
af6e833f9,1,5
ab18d2517,1,5
a2352c473,1,5
a79cdb08b,1,5
a49874416,1,5
a4f37eadc,1,5
ac3f8d711,1,5
a618b9678,1,5
aece96cf8,1,5
a3d203ef4,1,5
a3adbad67,1,5
a5a79e69b,1,5
a91a2e61e,1,5
a29e1851f,1,5
a4f2e4e19,1,5
af0631e02,1,5
a6522a9db,1,5
a2836be10,1,5
a81156b66,1,5
a4d259818,1,5
a5caa4f2e,1,5
afa1add69,1,5
a982665b6,1,5
a900c6355,1,5
afb56cf8e,1,5
a71fa287a,1,5
a3abe25ba,1,5
a3f10fff5,1,5
a08a6b438,1,5
a0bfeab68,1,5
a2f7c8325,1,5
a37463e66,1,5
a5ea97813,1,5
ab9b1b10e,1,5
a23f7a2c0,1,5
a43978381,1,5
a9fe14ac5,1,5
ae0fd3dd3,1,5
aa76429bb,1,5
a7748a81a,1,5
ac2cafa91,1,5
a59d65f72,1,5
add268bd6,1,5
a08e48ea1,1,5
aaf6b8ab7,1,5
ab03a5e13,1,5
ae3f8f976,1,5
a62eb18ee,1,5
a6098bdbf,1,5
a4be24449,1,5
af0e0d396,1,5
a1a874453,1,5
ad8233207,1,5
aba920b07,1,5
a8213e50e,1,5
a992a433d,1,5
ad0e7e64c,1,5
a87f0987d,1,5
ab958028d,1,5
ad3be1f3d,1,5
aaa34d28d,1,5
a66eac745,1,5
af86d37f6,1,5
a72953f3d,1,5
ae4c6816a,1,5
a4de36351,1,5
a0ed74f60,1,5
a131ba43a,1,5
ad110477b,1,5
ada719124,1,5
a9f55b107,1,5
a466f1d06,1,5
a21a34326,1,5
acbc1fc80,1,5
a7613b6fb,1,5
af4b2c972,1,5
a7722eb23,1,5
a00bbf2a7,1,5
aea2bf559,1,5
aebde4c65,1,5
a6060cfb3,1,5
ac9b73a9d,1,5
a49b7b396,1,5
af27638b0,1,5
a4c78134c,1,5
a78eb42e1,1,5
a333e5eda,1,5
ae45ea7d5,1,5
ac2165348,1,5
a19f0fea3,1,5
a28e2b05d,1,5
a64442929,1,5
a0fad7a2e,1,5
aeceba40f,1,5
a0de02514,1,5
a2e54ddee,1,5
a41a1cb3d,1,5
a4cdd6f68,1,5
aee6a02dd,1,5
a48b5761d,1,5
a9a37b02e,1,5
aa3e40313,1,5
a17a52000,1,5
a2664df10,1,5
a0a413903,1,5
a1935896f,1,5
ae39c2bed,1,5
a3301a819,1,5
aba72f346,1,5
a593cc7a9,1,5
a28625c96,1,5
a8825615e,1,5
a796eea38,1,5
ad229cd99,1,5
a24096707,1,5
a65fb755f,1,5
ae82a0a56,1,5
acecf6def,1,5
a8199881d,1,5
a0cf48b45,1,5
a449e58cf,1,5
aaadb0bf6,1,5
a7a8de4de,1,5
ab41eac54,1,5
a587ab8fa,1,5
ad9674bb7,1,5
a1c2bca71,1,5
a485b492a,1,5
a8a4b2b78,1,5
a8755fbaa,1,5
a59a6bf39,1,5
ab257c3c8,1,5
acf5f4e90,1,5
a2b02c242,1,5
ace3cf1f6,1,5
ac06a954d,1,5
a1cff59e4,1,5
a1f0a350d,1,5
aa16018ef,1,5
a6199a031,1,5
a37b4e0a8,1,5
a98f260a6,1,5
a6653563d,1,5
ac4ca4f34,1,5
a6fcc4b06,1,5
ae7a08c39,1,5
a5cf6d4ba,1,5
afc42be3d,1,5
a0310c606,1,5
a0321ca1d,1,5
a8ff74c15,1,5
a32924896,1,5
ac7ac0c11,1,5
a841bfcbe,1,5
a306e2a53,1,5
a15548f0a,1,5
a729e9db5,1,5
a175a1eda,1,5
a028692c9,1,5
af72ad53f,1,5
a7dcab577,1,5
a58f64144,1,5
a0714ca7d,1,5
a46cf64cb,1,5
a7c6b8146,1,5
a4ab31b41,1,5
aeb1ab0d3,1,5
a2b220627,1,5
a3fc8126e,1,5
ac91ce523,1,5
a4e6d8642,1,5
abc9beb01,1,5
a366340c5,1,5
a0f2e4f81,1,5
a861c64b5,1,5
a309c37c2,1,5
aa1fcff10,1,5
a982d1e10,1,5
adc34ad23,1,5
ad89ca809,1,5
a69d91c67,1,5
a3fe8ad7e,1,5
a9bfa701d,1,5
a60bb331a,1,5
acf54b037,1,5
a5c31ea00,1,5
a29bd5352,1,5
a1c03f185,1,5
a2f9a9f93,1,5
a92073c25,1,5
a6f6f6403,1,5
ad54a5123,1,5
a7fd9ff7b,1,5
a74e768a8,1,5
ae41f0e65,1,5
a5760074a,1,5
a9c0ed630,1,5
adc2611d5,1,5
a1858d806,1,5
ad2467010,1,5
ad2435de1,1,5
ac33b23b3,1,5
aba5b7032,1,5
ac939a9dd,1,5
ab4e7c23e,1,5
af486e202,1,5
aa9ff605d,1,5
a4e55d411,1,5
a0bc7f723,1,5
a92be47f7,1,5
a2a5c16d6,1,5
a3e88b034,1,5
afd9955a5,1,5
a91e9a079,1,5
aef6b36f9,1,5
ad7d26c0e,1,5
aa9ba8ad0,1,5
a7bc247ed,1,5
aaa3fe0d1,1,5
a1d5e3750,1,5
a185fb446,1,5
a136c72ae,1,5
a42f6db57,1,5
ab957aca5,1,5
a8d02c9ff,1,5
a14b4341a,1,5
a157b0001,1,5
aaaec3b91,1,5
a1e4f29b2,1,5
ac02a2dba,1,5
a8e393091,1,5
af78b7600,1,5
ae144aa91,1,5
a14772f2d,1,5
abbc8cfd9,1,5
a3a6f0ad6,1,5
a476bc52a,1,5
a24926ffb,1,5
a28b345f2,1,5
aaa23f2b8,1,5
a97101112,1,5
acf85df70,1,5
ab9485680,1,5
a8ffae15b,1,5
a5b1ce07a,1,5
ada905352,1,5
a33e45388,1,5
a248d7e78,1,5
adb88d357,1,5
a1e84978e,1,5
a675659e6,1,5
ae6e0f8ca,1,5
a24a0b9ae,1,5
a1edeab69,1,5
a573e7aba,1,5
a432481e8,1,5
a32866692,1,5
a357c5d4c,1,5
a1371542a,1,5
af1d7d802,1,5
a703483c1,1,5
a6d44724a,1,5
aa7a1d56b,1,5
a51148a92,1,5
ae0c99589,1,5
adc7a7822,1,5
af23b0daa,1,5
a1bf15af4,1,5
a9b8b430d,1,5
a35414ef7,1,5
a7053097a,1,5
a55558f89,1,5
a91e75745,1,5
ad89534a0,1,5
a69ea3fda,1,5
a91adfae9,1,5
a2549f45a,1,5
a1d69fad5,1,5
ab71f0584,1,5
a8bbf3e61,1,5
a27d26979,1,5
a32c716a1,1,5
a24fb3bdb,1,5
aa2556488,1,5
aa7372cc6,1,5
aad53d3b0,1,5
a288babf3,1,5
ad91bce52,1,5
aeb6d66b2,1,5
a00d60da6,1,5
af50d2463,1,5
af98e6cd8,1,5
abc3c5930,1,5
a61652b1b,1,5
a569b293a,1,5
a57dcbdfb,1,5
a0ee928a1,1,5
a673ad933,1,5
a0b30cb80,1,5
a907387e5,1,5
a7755c1b8,1,5
a2980cc4c,1,5
a7db77c73,1,5
af921ea0b,1,5
a56ca157a,1,5
a8af6b961,1,5
ac667328b,1,5
a37847b0d,1,5
adc211121,1,5
a08f7a92d,1,5
a51bcb483,1,5
ae8145543,1,5
a59e0bbe8,1,5
ad40f41f9,1,5
adf26c5c3,1,5
aae26e4f4,1,5
a24cc536e,1,5
ae7b2e97e,1,5
a1d13d174,1,5
a824323ee,1,5
a98f0c70d,1,5
acd50d705,1,5
a9e3cce37,1,5
a82453c8e,1,5
a4fd0cae4,1,5
ae97c727d,1,5
a52a9b304,1,5
ae15e558d,1,5
a512fac2b,1,5
aec160102,1,5
acb4d926f,1,5
ad706d089,1,5
a4e1e58ed,1,5
ada31e453,1,5
ae3cf4004,1,5
a2777375b,1,5
aa06c9297,1,5
a2c4f06e7,1,5
a7afae323,1,5
ab6817b79,1,5
a652c4058,1,5
a526a8061,1,5
aabdaa51c,1,5
a6a7d25e1,1,5
ab60efb65,1,5
a8c4f7c6f,1,5
a9d0064e0,1,5
aae4d29ec,1,5
a9abf1d54,1,5
aa4f58c67,1,5
a39044ba2,1,5
a411c1d6a,1,5
aeefdec6a,1,5
a5f07312b,1,5
a3f02100e,1,5
a0495ff0d,1,5
aa750f8b4,1,5
a5cb4544c,1,5
a78cd000a,1,5
a9ec2392b,1,5
aa5dd1481,1,5
ad241ed07,1,5
aab30f26d,1,5
a2048a038,1,5
a2070fa26,1,5
ab6b84c4b,1,5
a7411ee84,1,5
ad75eafd5,1,5
ae5bd8d86,1,5
a830ef29f,1,5
ac0eb7fff,1,5
a7714ffd2,1,5
a8d14b3a0,1,5
a9ce0f48a,1,5
a85a097cc,1,5
aacfb24f1,1,5
a3b1d8299,1,5
a57bea67c,1,5
aef00d13f,1,5
ae7052c7d,1,5
ae63b77db,1,5
ac0c83c85,1,5
a0f92245f,1,5
a8f542085,1,5
a10ee79e2,1,5
a8f9a7651,1,5
ab8137ab7,1,5
af3a9ff4c,1,5
aa715b8f7,1,5
afca130b6,1,5
a0f7b152f,1,5
a9bb6998a,1,5
aab626945,1,5
adb6bf98e,1,5
a9d84970e,1,5
a97880734,1,5
a41816c6d,1,5
ab88458d7,1,5
aa807b228,1,5
aaa3765a6,1,5
a5a00dc5d,1,5
a381cf0bb,1,5
a291c6ffa,1,5
a461fe675,1,5
a7c1e4cdf,1,5
a4dd310fc,1,5
a199d6454,1,5
aed2f904a,1,5
a7fc0bad8,1,5
a80e2f56a,1,5
a401c04e2,1,5
ab79db95b,1,5
a00ed93a0,1,5
a221b4954,1,5
ab0d74fcf,1,5
a80b96819,1,5
a77f508b2,1,5
ac763ce94,1,5
ac2a12f11,1,5
a04b04bca,1,5
ab27ba175,1,5
a8643d7af,1,5
ac5292e05,1,5
a15641c01,1,5
ac3bd9487,1,5
a9071da86,1,5
aea1e876b,1,5
a8f353542,1,5
ab3c0001f,1,5
a339907ad,1,5
a53689214,1,5
a442504c9,1,5
aa7d5a5bb,1,5
a3be9199a,1,5
a5f57b796,1,5
a91cf8b97,1,5
ae64063da,1,5
aac2803c2,1,5
a0094852f,1,5
a1258c1f8,1,5
a07a17916,1,5
