code,type,serial
aaea43a25,1,16
a84d190e0,1,16
a5833b3b8,1,16
acf2659dc,1,16
a056a3c62,1,16
abf50f9e8,1,16
ae3ef4ee1,1,16
a4ed44995,1,16
a2eec47ed,1,16
a2cb56a0d,1,16
a6fce88a1,1,16
a35f095ca,1,16
a5e2cf6eb,1,16
a63b7511e,1,16
a64564548,1,16
a89df8535,1,16
a4ecbe058,1,16
af78072e1,1,16
a9669c2b0,1,16
a8aa2fafd,1,16
aaf03cba6,1,16
a012d11c1,1,16
af0c2e708,1,16
a0c7e83f6,1,16
a23a23f47,1,16
adc8e39b8,1,16
a28109b9b,1,16
a7a91bed1,1,16
ab46f897a,1,16
ae80c7c54,1,16
acc481b3b,1,16
abb6f4ea4,1,16
a90bcdcbe,1,16
a9bc508bc,1,16
ab5317568,1,16
a550db822,1,16
acaeb9a4e,1,16
a592260f9,1,16
afdb12ca6,1,16
aee4a7223,1,16
a897512c5,1,16
a7a75c758,1,16
aa3e07208,1,16
ae6cc0384,1,16
a832e38a9,1,16
a0bd61e13,1,16
a569b146e,1,16
aa667bc13,1,16
a5c7ffdf5,1,16
ad1249a90,1,16
a38ef44dd,1,16
ae651a8bb,1,16
aab35d63b,1,16
af704f5f0,1,16
a12447360,1,16
aee25ea92,1,16
adb3fc9bc,1,16
a6732304d,1,16
a26bda441,1,16
a067bab1e,1,16
aaa31a9f1,1,16
a47faed99,1,16
a86242ea7,1,16
a08563e8d,1,16
a33d1e813,1,16
a58ef8f37,1,16
a462c1a2c,1,16
a683d2022,1,16
a3740d46f,1,16
a5623a216,1,16
a45ed210f,1,16
af3d37695,1,16
aa1d1c41f,1,16
afc8667c4,1,16
a4945134d,1,16
aa7976163,1,16
adf56bb83,1,16
a950c317b,1,16
a5d3a91a3,1,16
acbe8adbe,1,16
a0b7b03f7,1,16
aa833f73e,1,16
a05a4a400,1,16
a247f3756,1,16
a185336eb,1,16
abf9849b2,1,16
ad4da32be,1,16
a22b36fd9,1,16
a11f1e7c2,1,16
a2deaebdc,1,16
aaaf941bd,1,16
a5a10dbee,1,16
ae68f45b7,1,16
a7ac206c0,1,16
a76696361,1,16
a0d3c3af7,1,16
aba570f6b,1,16
a920c6c96,1,16
a968e37aa,1,16
a6f3b48f6,1,16
a088ab663,1,16
a799a3748,1,16
a08e25a12,1,16
acb31ee48,1,16
a0f3e1ebc,1,16
afef31d23,1,16
a9f8f38f9,1,16
a92c6e06d,1,16
afca91bf3,1,16
a387acc2f,1,16
a55d347b0,1,16
a31ebc215,1,16
a6dcf55d9,1,16
aa0a031e8,1,16
ab4ace722,1,16
acc8cf3be,1,16
a9cb04320,1,16
aea233672,1,16
a7596c7d2,1,16
aa9a29730,1,16
a29c72bb9,1,16
a379244b1,1,16
a1296bbdb,1,16
aa1a124fc,1,16
a7ae1516e,1,16
a3527d1fa,1,16
a4fc489e1,1,16
a5cc67867,1,16
af99947c4,1,16
a57b975aa,1,16
ae01fcd70,1,16
a4c8dbdb5,1,16
ae1db3872,1,16
ad0e365c9,1,16
ab84d7599,1,16
a66d1d151,1,16
a23cef8b5,1,16
a55fe10cf,1,16
a0c10510b,1,16
abab84502,1,16
a132c8d51,1,16
af70e926b,1,16
aefe7be8e,1,16
a3534ade9,1,16
ac50a0f79,1,16
af6adb5ef,1,16
a8ec2716a,1,16
a07f3f8f9,1,16
a12d8a52b,1,16
a0a731414,1,16
aeef7b5c3,1,16
aa2200427,1,16
aa5e359a0,1,16
a23fd77e5,1,16
ab2c5c72b,1,16
a74e3efec,1,16
a7a0098f6,1,16
ae63262a8,1,16
a55b5a50d,1,16
acc0487e3,1,16
a6d61fd7f,1,16
ac28ce566,1,16
a64ae6968,1,16
a560a1c74,1,16
a5588b4e5,1,16
a97d39d67,1,16
a8627d4c8,1,16
ae0a59c98,1,16
a42a3df94,1,16
aa9f67cd0,1,16
a7d3bd833,1,16
aade3b9ad,1,16
a4c3e8a25,1,16
aade0e16d,1,16
a9cc1e62b,1,16
a8b8672c7,1,16
a5156ca72,1,16
aebfcc031,1,16
ad22109ac,1,16
a19944fb6,1,16
aac06cb69,1,16
a30d93cbe,1,16
ad21a52c9,1,16
a02cfa8bd,1,16
ad1164518,1,16
ae12f1306,1,16
a4dec55c0,1,16
a61be5904,1,16
a8e1961e0,1,16
a85ba05c1,1,16
adc9e2d11,1,16
a4ac0b0df,1,16
a1db0f99c,1,16
a6c10f6fd,1,16
a99c28fb4,1,16
a89894d74,1,16
a84096a93,1,16
a187ad8dc,1,16
a2ce58ac7,1,16
a2085a411,1,16
a2102efe5,1,16
a185c2fb2,1,16
afe2f53d6,1,16
a411200ec,1,16
aaec106b8,1,16
acb57aa38,1,16
a2b316350,1,16
aa590d2f3,1,16
aee96aa88,1,16
afbd424a7,1,16
a82be0831,1,16
a3c2772c6,1,16
abf397554,1,16
a76eaab67,1,16
a63c7dbb0,1,16
a7134ac29,1,16
a6fbe552a,1,16
abe8b9b59,1,16
ab1fb8dc3,1,16
a16e4e919,1,16
a4afa6d57,1,16
a736ddc91,1,16
a4cc28efd,1,16
aa66270fe,1,16
a6c642d64,1,16
afe19abde,1,16
aee60d9c1,1,16
ace612596,1,16
a7000b472,1,16
adec7f2e1,1,16
a87baae6b,1,16
ae237f7af,1,16
a81adbc86,1,16
a8eefeade,1,16
ae397ca86,1,16
a3f8a4d86,1,16
a1ec34bc3,1,16
a46417109,1,16
abe553a66,1,16
ab4cd9bbe,1,16
a7a6bce14,1,16
a7d41dba7,1,16
a4ffa1e34,1,16
ad609eaf9,1,16
ab7ba90b3,1,16
a7b33734d,1,16
a574c5b4f,1,16
a778ecaf4,1,16
a5af70b3f,1,16
a85d5b36e,1,16
a34bfe5c5,1,16
ab7b3b78f,1,16
a9746451c,1,16
acc9271b0,1,16
acaa38091,1,16
a8cbd700e,1,16
a7f183f98,1,16
ae0fc3aee,1,16
ae7f39732,1,16
a7c0a13fe,1,16
a9ce8a53d,1,16
a68035a15,1,16
a3c79289f,1,16
a05664097,1,16
a40ca9b06,1,16
a3eed6952,1,16
a22696a7a,1,16
a9bf9a9bd,1,16
aaf496c9b,1,16
a5b4e277a,1,16
a55e6867a,1,16
a3e65a44a,1,16
a8cb24e21,1,16
af880c635,1,16
ae17f7afd,1,16
a395ddadf,1,16
a3cd3e85a,1,16
ac17dcad4,1,16
a008e8f9c,1,16
a9cc01ecb,1,16
a61679fca,1,16
ae24b985a,1,16
a28360077,1,16
a3f14ab2c,1,16
a65f1a497,1,16
a24365c94,1,16
abc00439e,1,16
a1935a9ed,1,16
a9e7b24b2,1,16
ad9711f5c,1,16
a0f48de6e,1,16
a4ec091fb,1,16
aa7a171be,1,16
ac81c8ade,1,16
a38b57066,1,16
a53197bb1,1,16
ae0e88eee,1,16
a9eb41cf4,1,16
ac363fb6c,1,16
a0f20ba60,1,16
a99543b3d,1,16
a3c64cd9f,1,16
a8fd3ce18,1,16
a80bc5e10,1,16
a83742396,1,16
a9e3a79c3,1,16
ab5fbd50b,1,16
a5957761f,1,16
a7ac9ed92,1,16
a3b5e8e6f,1,16
ad1cbe796,1,16
a309cb975,1,16
a1cbedfd5,1,16
acaf915fb,1,16
a24490ff3,1,16
ababffc9c,1,16
a6ef233ef,1,16
a579609d1,1,16
a134b5352,1,16
a4ff27348,1,16
a61855faf,1,16
ae6e24230,1,16
af0b50420,1,16
acea86be7,1,16
a35c6eff7,1,16
a44ae085c,1,16
af163e539,1,16
a764a7a0a,1,16
a8a1845da,1,16
a8f9b3582,1,16
ae00a25f3,1,16
a8087889e,1,16
a20219062,1,16
ad5e49f22,1,16
a8ae829c2,1,16
afc77e9b5,1,16
af7148806,1,16
add5da9b0,1,16
abf044c54,1,16
ae4f0aa9d,1,16
ae5b170b5,1,16
a4ed6967b,1,16
ac7fbcca7,1,16
aab5a4137,1,16
ae9cd7655,1,16
af753fe5e,1,16
acfc591c5,1,16
ae48ce99f,1,16
a933a639d,1,16
a741741de,1,16
a22586928,1,16
add994258,1,16
a75fb918b,1,16
ac69b345a,1,16
a2a25b1ea,1,16
a96d41a94,1,16
ac185f81c,1,16
a3f75da80,1,16
aa8be2d44,1,16
a32865f54,1,16
a8f7522cb,1,16
ab5fbd351,1,16
a286de8fc,1,16
a1dc4e585,1,16
a745f9cab,1,16
a3cd4b742,1,16
a84ee2e20,1,16
ae39e0f7a,1,16
a8f0aeda0,1,16
ad51f3e74,1,16
a3f2f8fac,1,16
ad26f88d7,1,16
a9767e8b9,1,16
aec5bd563,1,16
abe852785,1,16
a88dde2e3,1,16
a32c91ef1,1,16
acb32b1f1,1,16
ab45da17a,1,16
a4ea09382,1,16
a5b254f5b,1,16
a61de5718,1,16
ae5842a54,1,16
ae8a03b49,1,16
aaa1d062c,1,16
a59f981ce,1,16
a3273f88f,1,16
a2445d003,1,16
aea36dd51,1,16
a254f29df,1,16
adc026c2e,1,16
a7e289c93,1,16
ac3df534c,1,16
afa2424ed,1,16
a258800ad,1,16
acd72366b,1,16
a067ccebd,1,16
a26c63fb9,1,16
ad3948bc0,1,16
a66bf933d,1,16
a79098c74,1,16
ad38d2571,1,16
a466d2b68,1,16
a3094ebbf,1,16
a48cbfce4,1,16
a74f53854,1,16
a7a2a32fa,1,16
ad9bb4722,1,16
a0bc746bf,1,16
a27b4be4b,1,16
aad28cee8,1,16
ac9fa614c,1,16
a5b4a8839,1,16
a310e26fe,1,16
ac0a29b68,1,16
a0d2a676a,1,16
a394c0d83,1,16
a6a20182e,1,16
a1ade07bd,1,16
ac3218d34,1,16
a2f6a5f65,1,16
a0480d6b9,1,16
aec8a7ea4,1,16
aeb1bf8f0,1,16
a15a7feab,1,16
a38d7cbe0,1,16
abbea4d40,1,16
abd843d7d,1,16
a984e40ee,1,16
aa4357249,1,16
abb5fd71e,1,16
ab661e663,1,16
a99330a20,1,16
a781f48ad,1,16
ae836f6d7,1,16
af05702ab,1,16
a957ab704,1,16
acd5cf1f8,1,16
a375fb0fd,1,16
a3a7ae996,1,16
ae2d36621,1,16
a60ce6c50,1,16
a426b3de0,1,16
a03854ea9,1,16
a5eb167a0,1,16
a7b97ea03,1,16
a7db96294,1,16
a4a459fa4,1,16
ab4dd1db8,1,16
a3a9f757e,1,16
aae826d73,1,16
a10f2e457,1,16
a6dfe3aee,1,16
a37770d49,1,16
ad5443866,1,16
a7da243ec,1,16
a405c5391,1,16
a975e2acc,1,16
ae875c01d,1,16
a8ef707f5,1,16
a4f7a262c,1,16
a4bdfa30d,1,16
ad21f963b,1,16
a827b5f50,1,16
ad1162822,1,16
ab5481f73,1,16
ac4020a04,1,16
a90786efc,1,16
ad8552397,1,16
a9d0f196c,1,16
a1a319c5b,1,16
af00ecf8b,1,16
afda8e82b,1,16
adfa8b041,1,16
a90cd8f60,1,16
a27430b31,1,16
a9766ff85,1,16
a3b79fe16,1,16
a62a83a7b,1,16
ac0fc9152,1,16
ab6fae730,1,16
a11f13f1a,1,16
aef498865,1,16
a80ddad52,1,16
af4318f5c,1,16
a213854c4,1,16
a1cacf9a8,1,16
a251ff07a,1,16
aa4659f4f,1,16
a8c0e1caf,1,16
a6f7f3bc1,1,16
a2301754b,1,16
acd1855bc,1,16
a6fd0b8d4,1,16
a2927a3c1,1,16
ab476b5e4,1,16
a1ef4dc0c,1,16
a271546f6,1,16
a77e88245,1,16
a1ed206fd,1,16
ab46ecf32,1,16
ada206445,1,16
a08b39b67,1,16
a5e75f589,1,16
ac3ed512e,1,16
ac9e615e3,1,16
a9391d24b,1,16
a67b7e233,1,16
a8b8deaca,1,16
a0461cac4,1,16
a08bdca42,1,16
a4faee7b5,1,16
aea1b95a3,1,16
a792e4da5,1,16
a3a17a878,1,16
a2bfe943a,1,16
abc4e7e3e,1,16
adaded111,1,16
a0e5132ab,1,16
a769b52ad,1,16
a8013a214,1,16
ae10e9913,1,16
a0789e43e,1,16
a1eecabfe,1,16
a26e9b45b,1,16
a8074930d,1,16
ac162397e,1,16
a88b8a4da,1,16
af2746497,1,16
a99ec6a84,1,16
a3c893733,1,16
a96aa77ef,1,16
a0f93e94c,1,16
aa13c4299,1,16
a9945bc14,1,16
a4d9da941,1,16
a31891643,1,16
a6cfab100,1,16
a37957974,1,16
a9b75ecf0,1,16
a393860cd,1,16
a96ba595d,1,16
a46f94135,1,16
af2714efa,1,16
a9e11757b,1,16
af1436979,1,16
af8d9c2b2,1,16
a9c9ed875,1,16
aabb9f5a3,1,16
a7c603eed,1,16
aca083369,1,16
a5643f947,1,16
a24bf2adc,1,16
a96962701,1,16
a38a1b322,1,16
a6e545e4a,1,16
afbe2c3f4,1,16
a455a3be7,1,16
a75630065,1,16
a3878a7f6,1,16
a804fb053,1,16
ae0f9ceec,1,16
a7a5a5e2c,1,16
a382eb84c,1,16
a5b151592,1,16
a33a76683,1,16
ae4e14da7,1,16
a47c5ff38,1,16
a3548d4d0,1,16
a1d3ae704,1,16
a5acb3aae,1,16
a922ad2ba,1,16
a6297c870,1,16
a59cb0b87,1,16
ad197f304,1,16
aa420791a,1,16
a09aad091,1,16
a18b9aa79,1,16
a9ed8f1a6,1,16
a78a3f5b9,1,16
afbebbca3,1,16
a98135e0a,1,16
a1cdf6794,1,16
a0ea0561f,1,16
a96ece5d9,1,16
a9b939743,1,16
ad5c4e03c,1,16
ab1a568ff,1,16
ad800d82a,1,16
aa42534be,1,16
a1ca7c242,1,16
aa100047d,1,16
aff2df0c6,1,16
a4cd8a3ff,1,16
aa2d11454,1,16
ae861d3e6,1,16
a2d11e557,1,16
a099ef853,1,16
a3ae92c82,1,16
abf790176,1,16
a72e6fdcc,1,16
aee024c66,1,16
a04c5ace9,1,16
ae6713f70,1,16
a6ab48776,1,16
ad8d9f535,1,16
ac654759e,1,16
a24695c86,1,16
ad5bf0a49,1,16
ab3a4d5c4,1,16
a16618dbf,1,16
ab2df0925,1,16
a5d96e601,1,16
a5a6e7dd4,1,16
a48e07c57,1,16
aaf346758,1,16
a5261d8aa,1,16
a24c69dc7,1,16
a13187ff3,1,16
aaabe2924,1,16
a4ba39682,1,16
a60adb995,1,16
a240f1ce2,1,16
a1befa157,1,16
a57cc2354,1,16
aa60dc5b1,1,16
a5450c393,1,16
a27640d26,1,16
a7be325d2,1,16
a98b34090,1,16
ac9066364,1,16
a78954531,1,16
a3155c5d4,1,16
a2abb40a0,1,16
a5284e3e2,1,16
a249f90c7,1,16
a1d8b01b9,1,16
a2b7e8783,1,16
af32555c9,1,16
a1572a278,1,16
a26d9f389,1,16
af22fd3f9,1,16
af6302d6b,1,16
acb133e67,1,16
ac09ff5e9,1,16
a0a1cb312,1,16
acadadbcb,1,16
a66dfddf3,1,16
a71fbda42,1,16
a2790836e,1,16
af8a52a2b,1,16
ae0e24e5a,1,16
a4515ca06,1,16
a22272246,1,16
a4635a6c3,1,16
a8486e1c7,1,16
a171c6648,1,16
ab102e4f4,1,16
a7952ed2b,1,16
a86aec1ce,1,16
aba58af7d,1,16
a129c1c89,1,16
a8afa28f6,1,16
a3961ecd6,1,16
af806dc8d,1,16
a1c159abb,1,16
a2b04ab3b,1,16
a143147d6,1,16
aaf7ee6a8,1,16
a6bbc9780,1,16
abdd399d2,1,16
a0de25187,1,16
a9bb923e4,1,16
a087e0e40,1,16
ad29b16f0,1,16
a82b82cf8,1,16
a360f4d52,1,16
acc6c2385,1,16
a614812d7,1,16
aa9d205d3,1,16
a90cb22c7,1,16
ab4da7705,1,16
ab7587ec7,1,16
a2e7bd116,1,16
a46c7a22d,1,16
ad41abca6,1,16
a69a22381,1,16
ab79a413f,1,16
a45260d13,1,16
a46abfc5b,1,16
acf694028,1,16
a5f072141,1,16
ac94f6ce1,1,16
af5741fce,1,16
a3fe01949,1,16
a85065b25,1,16
a1c30619a,1,16
a6530befe,1,16
af5e1d579,1,16
a33553eea,1,16
a7222a6e5,1,16
aac781c64,1,16
acd878ece,1,16
a7da3c77c,1,16
af94e34b6,1,16
a26e4e07b,1,16
a2db4259d,1,16
a86200045,1,16
a098c7d17,1,16
a1a564969,1,16
a241529a3,1,16
a3f897ab3,1,16
a1a95dd5b,1,16
af624166f,1,16
a44b57a20,1,16
a5f8cb90d,1,16
a4619b0db,1,16
a9739a570,1,16
ad4010586,1,16
a7eb01a30,1,16
adb409538,1,16
aa28b7912,1,16
ab01610e6,1,16
a9bcf2d9d,1,16
a9e804dcc,1,16
a948ec761,1,16
a6b411430,1,16
a9ad27cbf,1,16
abdffc7ab,1,16
a8f6fad76,1,16
a6936d0d4,1,16
a71d09836,1,16
a4979abad,1,16
a9d6e9cbc,1,16
a8ca23e77,1,16
aa6ea9c9e,1,16
a3d4f6ea3,1,16
a02d51086,1,16
a1ffea394,1,16
a21126f67,1,16
a8dcec926,1,16
a571c4b0b,1,16
a4cae2318,1,16
a9c2eb559,1,16
ac471d428,1,16
a492e0d75,1,16
ab1d8036a,1,16
a616da8ce,1,16
a3c449dc5,1,16
a1d479625,1,16
a80222edb,1,16
a6f7938b1,1,16
aa52cb127,1,16
ab04c9da3,1,16
a822fcb88,1,16
a3b916f17,1,16
adca7bbf2,1,16
ab5bd02a1,1,16
a33a23e6c,1,16
a692f7b23,1,16
a0d7bcdc6,1,16
afc2a2580,1,16
a10c77b12,1,16
acb27233e,1,16
ad9927632,1,16
af905438d,1,16
a35b2384f,1,16
a34e6adbe,1,16
a3d3f9dd2,1,16
ab79f8c25,1,16
a9c53f4b5,1,16
a2def5856,1,16
acf80e42b,1,16
a8ca694ed,1,16
a6c10b948,1,16
aaa037d26,1,16
a42ecc4b3,1,16
aebf14640,1,16
a502a803c,1,16
a08e56e8d,1,16
a55c09ef5,1,16
a3dc4600c,1,16
a292e854f,1,16
aff74f464,1,16
a37a0f1d2,1,16
a0baf03c7,1,16
a1694bc01,1,16
a76e0709f,1,16
ade43d885,1,16
ad2a45221,1,16
af2bfd569,1,16
a33eea1cc,1,16
a7efe8248,1,16
a1bc43af3,1,16
a2f00d5d7,1,16
a328383a1,1,16
af258c352,1,16
ac23804a0,1,16
a94066f24,1,16
a9db8448f,1,16
adf028cfa,1,16
a7b7abce7,1,16
a7f721543,1,16
a3ecb10db,1,16
ae7da55d8,1,16
ae3c60145,1,16
a532d80f5,1,16
ae6cf93a8,1,16
a5622c215,1,16
a8df86216,1,16
a7786b6ec,1,16
ab00b2fb8,1,16
acedfc867,1,16
adff1a186,1,16
ab48cec8e,1,16
a8d755f51,1,16
a705f7ed6,1,16
a8129b693,1,16
a9fd73d13,1,16
a700f1ed7,1,16
a92bb09c8,1,16
ae84725c8,1,16
a13a75291,1,16
adcb9d1de,1,16
a841c578b,1,16
a2c9e4368,1,16
adab9fdc9,1,16
a347fc40e,1,16
a07ff52f0,1,16
a8fe01a10,1,16
acc8fe21e,1,16
a1e8fcc70,1,16
a324c2691,1,16
a05b4133e,1,16
a6276afd5,1,16
a7655493a,1,16
aa184be53,1,16
aeae723da,1,16
af7471aa7,1,16
a1885b340,1,16
a040f1479,1,16
aefc8628a,1,16
a3b5e6014,1,16
af5d3f502,1,16
ad0a6d53b,1,16
a028a63db,1,16
aaeaa33bd,1,16
a7295f20c,1,16
a2b2e358c,1,16
ae8f32e29,1,16
a25ae5dcf,1,16
ab87ae8b3,1,16
ab7e4be30,1,16
afb859367,1,16
a2c036e05,1,16
ac050a920,1,16
a5a95d9b0,1,16
ad81423ef,1,16
abaeb68d0,1,16
a508df0c7,1,16
afcddb151,1,16
a321d46b8,1,16
a22e3b17f,1,16
a68096645,1,16
a51044661,1,16
a612f1ed1,1,16
a2a71a3f6,1,16
a037c8d73,1,16
a199fdafd,1,16
a45a4b60b,1,16
a7804678f,1,16
af90308c3,1,16
abbef5386,1,16
ab06fee10,1,16
a86a36d13,1,16
a58e7bde0,1,16
abcf92679,1,16
a71fc6975,1,16
adfdbb250,1,16
a99d4444d,1,16
ae5c7bac7,1,16
a310ff310,1,16
ac8902898,1,16
a41be66b1,1,16
a7deff5cd,1,16
a53d7d02b,1,16
a4c5113a5,1,16
a8f2d5fcf,1,16
ae35ce352,1,16
ada3954b8,1,16
ae9054ca0,1,16
a8e1e5ed2,1,16
a0139f27c,1,16
a4f665a0e,1,16
ab5589919,1,16
a20617ada,1,16
a5c2c244a,1,16
a6b1c1f88,1,16
acdc64502,1,16
a5f32a3fa,1,16
af62b6246,1,16
a8b3a7975,1,16
a8ba30ef0,1,16
aead040b1,1,16
aee6478ef,1,16
aba9542c1,1,16
a862822e0,1,16
af8eec0f0,1,16
a849a25dd,1,16
ac747cb9a,1,16
a89ff1e57,1,16
af0376504,1,16
a16fe5fa5,1,16
ad947fa01,1,16
a23b61dc5,1,16
a8939d0f4,1,16
a653daa41,1,16
a815c672b,1,16
a59367f6a,1,16
a04d4f148,1,16
ae8ca03bc,1,16
a913fa1db,1,16
ac62b925b,1,16
a625f71be,1,16
a446ef067,1,16
a99441ad4,1,16
afe9fd946,1,16
a70baea86,1,16
ac3b188b4,1,16
ae248ea94,1,16
ae2b33413,1,16
a3fb41039,1,16
a4dd7f6e6,1,16
ac1fd0a2a,1,16
a99cb1352,1,16
a81326890,1,16
af5e96420,1,16
ae88f23e5,1,16
a39219246,1,16
a6821e10d,1,16
a76e50e04,1,16
af615db1f,1,16
a4eec6d52,1,16
ad202e7c0,1,16
ab5dcc4ca,1,16
a3175b0f9,1,16
a53ff7a04,1,16
ad2d652a4,1,16
a2bf7025b,1,16
afff1d345,1,16
a53a349c8,1,16
a8d35038c,1,16
a03e8fcd4,1,16
ae92b8dd6,1,16
acf4467fd,1,16
ac6afa8ce,1,16
ac7bb334d,1,16
a4c55f3ce,1,16
a8b27c150,1,16
a0a47046c,1,16
ade91be9f,1,16
a1d0efdf9,1,16
a97ec1a02,1,16
aa03425c7,1,16
a98b2f758,1,16
a53148e59,1,16
a02c20f70,1,16
ac8ef1bda,1,16
ad06399ac,1,16
a2f261021,1,16
a47c7c7ec,1,16
a930d09b3,1,16
aaecc7577,1,16
a34489d1f,1,16
a4cd061d4,1,16
a80fc8abe,1,16
a0979f735,1,16
a82ab456f,1,16
a54b3a035,1,16
a45536bf7,1,16
a62798ea6,1,16
a98d79280,1,16
aa05aea07,1,16
a99929c10,1,16
a162ab72f,1,16
aff7d8d06,1,16
aa40c8be3,1,16
a8239cfd7,1,16
af7586140,1,16
a9fb42db3,1,16
aa0ef5630,1,16
ac7140b58,1,16
aa41e1d01,1,16
afd78215a,1,16
a683228ae,1,16
a1632384b,1,16
acbaae436,1,16
ad19af7aa,1,16
a19ca5d9f,1,16
acec931e9,1,16
a911425e1,1,16
ab0a4b7cd,1,16
a6c18ce32,1,16
a470d4695,1,16
aa8b9a0e0,1,16
a9619da19,1,16
ae65f5792,1,16
ae8aa49ff,1,16
af6ead60c,1,16
ae7959139,1,16
af7e03bf4,1,16
adb593c8d,1,16
a47edd748,1,16
a011a1c0f,1,16
a1be4094e,1,16
ab5e4fd77,1,16
afab9c914,1,16
a0fbcd980,1,16
a938c899c,1,16
a840f81a9,1,16
a3349914f,1,16
a16d40754,1,16
a48aac940,1,16
abe3213cc,1,16
a78e3d7da,1,16
a63853248,1,16
a69bb79f8,1,16
af63f952d,1,16
ad66bcd13,1,16
a209f5778,1,16
a81cdde54,1,16
a37a19d69,1,16
ac0332701,1,16
ac689a643,1,16
a256a0a99,1,16
aa06c7082,1,16
aa5c30aff,1,16
a99645938,1,16
ab8845473,1,16
a4d79b078,1,16
adfa1b5c3,1,16
a62facc07,1,16
a95a9d18b,1,16
a9527efcd,1,16
a26e7ab65,1,16
acfc5af0e,1,16
a18b2743b,1,16
a48d27b53,1,16
a37b21608,1,16
ab5500f0f,1,16
a3057a2c6,1,16
a46ddce35,1,16
a278b4912,1,16
a8d7415bb,1,16
a7ba78d7e,1,16
a4b25f611,1,16
a43ee996c,1,16
a3fb15f5f,1,16
a242d532d,1,16
ab6b6b748,1,16
aa54254ea,1,16
a82c6f428,1,16
ac74b94d1,1,16
a06d71892,1,16
a5fe34f9d,1,16
a686c5290,1,16
a5613b0c3,1,16
a601c20d4,1,16
a57539905,1,16
ad16195c5,1,16
acd2feaee,1,16
ab8f3cf0a,1,16
a0af33c0c,1,16
a20c3562a,1,16
a4c83c742,1,16
a341845ee,1,16
af95f35fb,1,16
aac616062,1,16
a52001827,1,16
a5294cdca,1,16
ac094ba7e,1,16
ac2e0ee74,1,16
a97e504fa,1,16
a451c0521,1,16
a07de5b70,1,16
a443145a5,1,16
ad2607842,1,16
a9e7d99cd,1,16
ad60774cf,1,16
a9f385802,1,16
ad05281ff,1,16
aa87c064c,1,16
adf27006d,1,16
a46cb2e71,1,16
a7045fd95,1,16
adc00366c,1,16
a81bdce24,1,16
a58136d63,1,16
aa06c67e4,1,16
af3824ee9,1,16
abae838f3,1,16
ae9468a79,1,16
a988c0572,1,16
ac3e57fcc,1,16
a2e360871,1,16
a238af477,1,16
ae06bd3d7,1,16
a942194b5,1,16
a1dcae0fe,1,16
af3939306,1,16
aedd9881c,1,16
a6cf3d3e7,1,16
af67d521c,1,16
aace4706a,1,16
ace01d08f,1,16
a5796e892,1,16
a43872179,1,16
a3d386907,1,16
ab1ed346c,1,16
aec8fc240,1,16
aee6532a5,1,16
a459a2462,1,16
af6e260a2,1,16
acf082df4,1,16
acd5fa139,1,16
acff2dfd6,1,16
a636b2340,1,16
a459f7bd2,1,16
a9f291231,1,16
a7257ae62,1,16
a20e4f37d,1,16
a7032b286,1,16
a8d5b7e0f,1,16
aaced159f,1,16
a99a8268b,1,16
a5c1b7730,1,16
a746c5b7b,1,16
a37e63051,1,16
a3b43cd24,1,16
a200d7cbb,1,16
a2e2b02ce,1,16
a6287327d,1,16
a1465b5f8,1,16
ad2b38cde,1,16
aa7dbe752,1,16
a8dfd4ece,1,16
ac19bef36,1,16
ab57ca93a,1,16
